7.000000000000000000e+08 4.999874851689660275e-03 1.781612699391354202e-04 -2.022628803759463339e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.010009099181073904e+08 5.002642696491521428e-03 1.875823271185883415e-04 -1.907277884217350897e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.020018198362147808e+08 5.002703245063564765e-03 1.905121110007755147e-04 -1.748547914225802248e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.030027297543220520e+08 4.992432553672132220e-03 2.027250301010889201e-04 -1.574743761096048357e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.040036396724294424e+08 4.984702422238998683e-03 2.041232732225483021e-04 -1.418785013090749394e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.050045495905368328e+08 4.997975654050058891e-03 2.094226197667861656e-04 -1.297323178570820152e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.060054595086442232e+08 4.994999548520057467e-03 2.176036695861774080e-04 -1.181919050414008117e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.070063694267516136e+08 4.988971343398622069e-03 2.160276972452129384e-04 -1.041340685259156576e-04 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.080072793448590040e+08 4.988931619714917672e-03 2.185747026616629023e-04 -9.517540929701912467e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.090081892629662752e+08 4.985283639297284457e-03 2.206839865221663945e-04 -6.692873245598135858e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.100090991810736656e+08 4.984612773229302012e-03 2.172817138328628781e-04 -6.656770444339019143e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.110100090991810560e+08 4.993811758594089364e-03 2.344557629536098804e-04 -5.270196711059633397e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.120109190172884464e+08 4.989485888386992543e-03 2.282721023610083269e-04 -4.118553738809970372e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.130118289353958368e+08 4.971845064861046999e-03 2.231640852089412550e-04 -3.292821222395310611e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.140127388535032272e+08 4.970697897049894051e-03 2.264182906410668636e-04 -1.878655638164042880e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.150136487716104984e+08 4.975204940396419154e-03 2.322023390040229434e-04 -1.731008101485317354e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.160145586897178888e+08 4.974947143460748018e-03 2.350018340512935065e-04 -3.601119399154025198e-06 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.170154686078252792e+08 4.984910420287438047e-03 2.329196064288829643e-04 1.404062737195617500e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.180163785259326696e+08 4.972889146206240993e-03 2.316422330332156378e-04 2.679945654542406370e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.190172884440400600e+08 4.977563357413082590e-03 2.396065693419988758e-04 4.565058293429163574e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.200181983621474504e+08 4.974316818710630000e-03 2.423849743720000516e-04 4.956999720530719987e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.210191082802547216e+08 4.976574736130677350e-03 2.254522483697999420e-04 7.449170972529939305e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.220200181983621120e+08 4.976904008101485505e-03 2.358782051658088420e-04 7.836294195751169881e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
7.230209281164695024e+08 4.961451594286482407e-03 2.351871695785100441e-04 9.875078344793452602e-05 5.000000000000000409e-06 5.000000000000000409e-06 5.000000000000000409e-06
